Links,Claims,,,
https://thelogicalindian.com//fact-check/fact-check-old-images-shared-with-context-of-ongoing-farmers-protest-25446,Old images of trade unions' protest have gone viral as pictures of ongoing farmers' protest,,,15-Dec-20
https://thelogicalindian.com//fact-check/no-man-in-viral-video-is-not-bjp-leader-umesh-singh-25441,"A video of a man, claimed to be BJP leader Umesh Singh, being beaten and detained for raising pro-Pakistan slogan at farmers' protest has gone viral",,,15-Dec-20
https://thelogicalindian.com//fact-check/release-of-sharjeel-imam-25432,An old photo of a protest organised by the Welfare Party of India demanding release of Sharjeel Imam shared online with the false claim of the image belonging to ongoing farmers' protest,,,15-Dec-20
https://thelogicalindian.com//fact-check/pm-modi-meets-mukesh-ambani-25425,An old image of Narendra modi during the inauguration of HN Reliance Foundation Hospital in Mumbai has been revived with the false claim of him visiting the couple to see their newly born grandchild,,,14-Dec-20
https://thelogicalindian.com//fact-check/mayawati-meets-anandiben-patel-25420,An old image of 2019 goes viral with a false claim of BSP Supremo Mayawati meeting UP Governor Anandiben Patel over farm laws,,,14-Dec-20
https://thelogicalindian.com//fact-check/10000-simcards-in-jharkhand-25418,"A video is viral on social media claiming a Muslim man was found in possession of 10,000 Airtel sim cards in Jharkhand, to create fake accounts and communal unrest",,,14-Dec-20
https://thelogicalindian.com//fact-check/chhatrapati-shivaji-25397,A fake US Currency with the photo of Shivaji Maharaj is rife on social media with a claim that the US has declared Shivaji's birth anniversary as 'World Chhatrapati Day',,,12-Dec-20
https://thelogicalindian.com//fact-check/video-of-sikhs-sloganeering-nara-e-takbeer-allahu-akbar-is-not-from-farmers-protest-in-delhi-25390,An old video shared with the false claim that farmers raised slogans such as 'Nara-e-Takbeer Allahu Akbar' during the ongoing protests in Delhi,,,11-Dec-20
https://thelogicalindian.com//fact-check/protesting-farmers-held-posters-in-support-of-activists-umar-khalid-varavara-rao-others-25388,The farmers at Tikri border staged a protest demanding the release activists of accused in Delhi riots case and in in the Bhima Koregaon violence case,,,11-Dec-20
https://thelogicalindian.com//fact-check/central-vista-project-25377,The Logical Indian fact checks the claims that the cost of the Central Vista Project is Rs 971 crores,,,11-Dec-20
https://thelogicalindian.com//fact-check/2017-photo-of-punjab-cm-capt-amarinder-singh-meeting-mukesh-ambani-falsely-linked-to-bharat-bandh-25365,"An image of 2017, when Punjab CM Amarinder Singh and Mukesh Ambani met to discuss investment in Punjab shared with the false context of them meeting a day before Bharat Bandh",,,10-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25359,Social media claims that only farmers from Punjab are protesting against the farm laws as it ruled by Congress,,,10-Dec-20
https://thelogicalindian.com//fact-check/fact-check-old-statement-of-bjp-minister-sanjay-dhotre-shared-as-his-views-on-farmers-protest-25355,"An old statement made by BJP leader and Minister of State for Education, Sanjay Shamrao Dhotre on farmers is being shared again with respect to the ongoing farmers' protest",,,10-Dec-20
https://thelogicalindian.com//fact-check/fact-check-no-sikhs-did-not-raise-pro-pakistan-pro-khalistan-slogans-at-farmers-protest-in-delhi-25341,The Logical Indian investigates the claim that Sikh youth raised pro-Khalistan and pro-Pakistan slogans at the ongoing farmers' protest,,,9-Dec-20
https://thelogicalindian.com//fact-check/arvind-kejriwal-house-arrest-25330,An old video of protest outside Election Commission's office in Delhi shared with misleading claims of AAP protesting outside CM Arvind Kejriwal's residence after his house arrest,,,9-Dec-20
https://thelogicalindian.com//fact-check/barack-obama-tweets-about-modi-25326,A screenshot of a digitally morphed tweet of Former US President Barack Obama shared with claims of him condemning PM Narendra Modi,,,9-Dec-20
https://thelogicalindian.com//fact-check/shatrughan-sinha-tweet-25317,Screenshot of a tweet purportedly posted by actor-politician Shatrughan Sinha is being shared on social media with the claim that he is warning backward castes to be cautious of RSS,,,8-Dec-20
https://thelogicalindian.com//fact-check/farmers-stepping-on-indian-flag-25303,An old image of Sikhs Dal Khalsa UK group stepping on Indian flag in London goes viral with the fake claim that it belongs to ongoing farmers' protest,,,8-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25301,An old video is doing rounds on social media with the false claim that the Aam Aadmi Party promised money to daily wage labourers for participating in ongoing farmers' protest in Delhi,,,8-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25287,An old video of a Pro-Khalistan rally in San Francisco has been shared on social media as a video from the ongoing farmers' protest,,,7-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25274,"Ever since the farmers laid siege to the national capital, much fake news has been peddled on social media by both the supporters and opposers of the new farm laws",,,7-Dec-20
https://thelogicalindian.com//fact-check/demand-of-khalistan-in-ongoing-farmers-protest-25252,An old image of Sikhs marking 29th anniversary of operation Bluestar goes viral with a false claim of Sikhs demanding Khalistan under the veil of ongoing farmers'protest,,,5-Dec-20
https://thelogicalindian.com//fact-check/justin-trudeau-at-farmers-protest-25251,An old image of Canadian Prime Minister Justin Trudeau's Gurudwara visit goes viral with the false claim of him participating in anti-farm Bills protest,,,5-Dec-20
https://thelogicalindian.com//fact-check/mahashay-dharmpal-gulati-25247,"An old video of the owner and 'icon' of MDH spices, 'Mahashay' Dharampal Gulati, grooving to a patriotic song goes viral with the false claim that it is of his death bed",,,5-Dec-20
https://thelogicalindian.com//fact-check/fact-check-edited-image-of-man-goes-viral-showing-muslim-disguised-as-farmers-protesting-in-delhi-25239,An edited image of a man without moustache is being shared on social media to claim that Muslims are disguised as Sikhs to 'hijack' farmers protest,,,4-Dec-20
https://thelogicalindian.com//fact-check/fact-check-health-secretary-rajesh-bhushan-denies-centres-coronavirus-vaccine-to-all-statement-25234,"The government on several instances has talked about the free distribution of coronavirus vaccine, Health Secretary, Rajesh Bhushan denied any such announcements made by the government",,,4-Dec-20
https://thelogicalindian.com//fact-check/fact-check-old-image-shared-with-claim-of-20000-nihang-sikhs-to-participate-in-ongoing-farmers-protest-25232,"An old video of a procession of Delhi Fateh Divas is viral on social media with a false claim of 20,000 Nihang Sikhs to participate in ongoing farmers protest",,,4-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25212,Two unrelated images have gone viral on social media with the claim that they are the same person – a retired Army officer who was injured during the ongoing farmers’ protest,,,3-Dec-20
https://thelogicalindian.com//fact-check/kamala-harris-on-ongoing-farmers-protest-25210,A statement made by Canada's Jack Harris is digitally manipulated and is being shared as the tweet of Kamala Harris attacking Indian government over ongoing farmers' protest,,,3-Dec-20
https://thelogicalindian.com//fact-check/amazon-shopping-site-25204,A link purportedly of Amazon shopping site is being shared on social media with the claim of Amazon providing exclusive prizes,,,3-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25196,An old image of a banner having slogan against Modi and Yogi is being shared with a false claim of the slogans raised in ongoing farmers' protest,,,2-Dec-20
https://thelogicalindian.com//fact-check/ravish-kumar-25193,An Image of Ravish Kumar reporting 2018 farmers' protest has gone viral with a false claim of him marching with a left party banner in ongoing farmers' protest,,,2-Dec-20
https://thelogicalindian.com//fact-check/lathicharge-25185,BJP IT cell head shared a cropped video to show police did not resort to lathi-charge against farmers during the ongoing protest,,,2-Dec-20
https://thelogicalindian.com//fact-check/hathras-bhabhi-25176,An old image from anti-CAA protest is being shared with a false claim that Dr Rajkumkari Bansal who visited Hathras rape victim's family has also joined ongoing farmers' protest in Delhi,,,1-Dec-20
https://thelogicalindian.com//fact-check/hyderabad-or-bhagyanagar-25175,UP CM Adityanath in GHMC election campaign claimed that he will change the name of Hyderabad to Bhagyanagar which according to many was the previous name of the city,,,1-Dec-20
https://thelogicalindian.com//fact-check/farmers-protest-25157,An old video of police officer removing turban of a Sikh man in Mohali is being shared with a false claim of Muslim man masquerading as a Sikh in ongoing farmers' agitation in Delhi,,,30-Nov-20
https://thelogicalindian.com//fact-check/farmer-protest-25155,An old image of a Muslim man wearing turban goes viral on social media with a false claim of him dressed as Sikh to participate in ongoing farmers protest,,,30-Nov-20
https://thelogicalindian.com//fact-check/farmers-agitation-25154,An old image of Siromani Akali Dal protesting against abrogation of Article 370 is being shared with fake claims of farmers also demanding to restore Article 370 in ongoing agitation,,,30-Nov-20
https://thelogicalindian.com//fact-check/farmers-protest-25150,A video from ICC World Cup 2019 where a group of men raised Pro-Khalistan and Pro-Pakistan slogan has gone viral with false claims of it being from ongoing farmers' protest in Delhi,,,30-Nov-20
https://thelogicalindian.com//fact-check/employment-scheme-25123,"Many people are sharing a video claiming that the Central government has come up with 'Ek Parivar, Ek Rozgar' scheme that gives government job to one person of every family to battle against the unemployment",,,28-Nov-20
https://thelogicalindian.com//fact-check/ahmed-patel-25121,A video of MNS leader Jameel Shaikh's last rite is being circulated with the false claims of the funeral of Congress leader Ahmed Patel,,,28-Nov-20
https://thelogicalindian.com//fact-check/lockdown-by-pm-modi-25116,A video with misleading thumbnail and title is being shared on social media claiming 'imposition of lockdown in five states announced by PM Modi',,,28-Nov-20
https://thelogicalindian.com//fact-check/farmers-protest-25115,Images of 2018 farmers' protest are being shared on social media with claims of them belonging to the recent farmers' 'Dilli Chalo' protest,,,28-Nov-20
https://thelogicalindian.com//fact-check/jio-free-recharge-25101,The fraudulent link claiming Jio providing free recharge to its users to celebrate the victory of Mumbai Indians in IPL 2020 is being shared on WhatsApp,,,27-Nov-20
https://thelogicalindian.com//fact-check/delhi-police-25100,A video from Madhya Pradesh has gone viral on social media with a false claim of Delhi Police arresting those without a mask and keeping them in jail for 10 hours,,,27-Nov-20
https://thelogicalindian.com//fact-check/russian-muslim-men-banned-marrying-non-muslims-25080,A Muslim clergy group DUM restricted the marriages of Muslim men to Non- Muslim women in Russia which is being shared on social media with the claim that Russia has banned 'Love Jihad',,,26-Nov-20
https://thelogicalindian.com//fact-check/yoga-25076,A 1938 video of yoga guru BKS Iyengar is viral with the false claim that it is of PM Modi doing yoga in his young days,,,26-Nov-20
https://thelogicalindian.com//fact-check/bjp-aimim-alliance-25070,A screenshot of a tweet purportedly of BJP announcing its alliance with AIMIM in upcoming West Bengal Assembly Elections in 2021 is being shared,,,26-Nov-20
https://thelogicalindian.com//fact-check/veer-savarkar-in-jail-25058,A video clip of a movie is being shared with the claim that it is rare footage of Savarkar when he was jailed and the video was shot by a BBC journalist,,,25-Nov-20
https://thelogicalindian.com//fact-check/motorist-hit-by-signboard-25056,An old video from Karachi's rainfall is being shared with the false claim of two motorists hit by signboard in recent Cyclone Nivar that is to hit Tamil Nadu and Puducherry,,,25-Nov-20
https://thelogicalindian.com//fact-check/seema-dhaka-25054,"Many fake Twitter accounts have appeared in the name of Seema Dhaka, a Delhi cop who has been given an out-of-turn promotion for rescuing 76 missing children in less than 3 months",,,25-Nov-20
https://thelogicalindian.com//fact-check/firecrackers-25035,A video of Holi celebration in Rajasthan's Menar village is being shared with the false claim of Diwali celebration by Rajputs to protest against firecrackers ban,,,24-Nov-20
https://thelogicalindian.com//fact-check/recounting-in-bihar-25033,YouTube Channels have posted videos claiming that in 25 assembly seats in Bihar frauds have been detected and recounting will be done,,,24-Nov-20
https://thelogicalindian.com//fact-check/ayub-khan-marries-daughter-25027,Social media influencer Tarunnam Khan claimed that she married her father Ayub Khan and the post of her has gone viral on social media,,,24-Nov-20
https://thelogicalindian.com//fact-check/tamils-in-sri-lanka-25013,"Home Minister Amit Shah in his recent visit to Chennai said that PM Modi is doing a lot for Tamils and Tamils in Sri Lanka are getting 50,000 houses",,,23-Nov-20
https://thelogicalindian.com//fact-check/tipu-sultan-25011,An image has gone viral on social media claiming it to be of Tipu Sultan,,,23-Nov-20
https://thelogicalindian.com//fact-check/female-police-officer-kerala-24987,Image of students of an Arabic college from Kerala is being shared as female police officials in Kerala,,,21-Nov-20
https://thelogicalindian.com//fact-check/shlokas-in-white-house-24986,A video is being shared with the claim of Shlokas recited in the White House on the first day of working of Joe Biden as the President,,,21-Nov-20
https://thelogicalindian.com//fact-check/airstrike-by-indian-army-24985,An old video of Arma 2 video game is being shared with the claim of Indian Army's airstrike on PoK on November 19,,,21-Nov-20
https://thelogicalindian.com//fact-check/yogi-adityanath-bursting-cracker-24973,A video of Yogi Adityanath burning crackers during the eve of Ayodhya Ram Mandir Foundation is being shared as him bursting crackers in Diwali despite the ban,,,20-Nov-20
https://thelogicalindian.com//fact-check/indian-army-24966,"Many Indian media houses yesterday reported that the Indian army did a strike inside Pakistan-occupied Kashmir, on which Director-General of Military Operations said that the army has not conducted any action in PoK",,,20-Nov-20
https://thelogicalindian.com//fact-check/indian-army-24950,An old image of the funeral of Indian soldiers killed by Maoists is being shared by Pakistanis with the claim that 28 Indian soldiers were killed in ceasefire violations on November 13,,,19-Nov-20
https://thelogicalindian.com//fact-check/anti-pakistan-slogan-24949,"An old video of a Ganpati visarjan from Thane, Maharashtra has gone viral with the claim that Anti-Pakistan slurs were raised in JNU Campus",,,19-Nov-20
https://thelogicalindian.com//fact-check/gulnaz-khatun-murderer-24946,An unrelated image of an accused of murdering another girl is being shared linking him to the murder of the 20-year-old Gulnaz Khatun who was burnt alive in Bihar's Vaishali district,,,19-Nov-20
https://thelogicalindian.com//fact-check/priyanka-gandhis-tweet-24925,A screenshot of a digitally morphed tweet allegedly from Priyanka Gandhi showing Nehru as an immoral person is being shared,,,18-Nov-20
https://thelogicalindian.com//fact-check/west-bengal-assembly-elections-24918,An old image of West Bengal's Mamata Banerjee and MHA Amit Shah dining together is being shared with the claim that they are discussing Upcoming West Bengal Elections,,,18-Nov-20
https://thelogicalindian.com//fact-check/tejashwi-yadav-candle-march-24916,An old image of Tejashwi Yadav is being shared with a false context of him participating in a candle march seeking justice against Gulnaz Khatun,,,18-Nov-20
https://thelogicalindian.com//fact-check/one-sided-elections-24904,A video is being shared on social media where one can see a lady being purported as a polling officer with the claim that this is how the Bihar elections were rigged & the administration was fully working in favour of NDA,,,17-Nov-20
https://thelogicalindian.com//fact-check/joe-bidens-political-advisor-24902,Images of Indian-American Ahmed Khan from 2015 meeting Joe Biden at his residence are being shared with the false narrative of Khan appointed as the political advisor to Biden,,,17-Nov-20
https://thelogicalindian.com//fact-check/video-of-polling-booth-in-haryana-shared-with-misleading-context-of-election-fraud-in-bihar-polls-2020-24882,An old video of a BJP's polling agent trying to influence voters during 2019 Lok Sabha elections is being shared with the false context of election fraud in Bihar Polls 2020,,,17-Nov-20
https://thelogicalindian.com//fact-check/crowd-at-railway-station-24873,A video is being shared on social media in which one can see mass gathering at a railway station with no social distancing,,,16-Nov-20
https://thelogicalindian.com//fact-check/bihar-elections-2020-24867,An old video of Arvind Kejriwal alleging AIMIM and BJP of a secret alliance for Bihar Polls 2015 goes viral with the claim that it belongs to 2020,,,16-Nov-20
https://thelogicalindian.com//fact-check/evm-stealing-24863,An old image of a person taking EVMs to conduct polls in remote locations is being shared with an allegation of EVM stolen during Bihar Assembly Elections 2020,,,16-Nov-20
https://thelogicalindian.com//fact-check/us-elections-rigged-24835,Donald Trump shared a video of valid votes being collected by officials on the successive day of US elections with false claim of US Presidential Elections rigged,,,13-Nov-20
https://thelogicalindian.com//fact-check/jk-hostel-24831,A photo of J&K Hostel of Jamia Millia Islamia University has gone viral on social media with a claim that the hostel was built by Congress in 2012 and is reserved only for Muslim students from Jammu and Kashmir,,,13-Nov-20
https://thelogicalindian.com//fact-check/muslim-hits-bully-in-france-24822,A video of a person beating two men is being shared on social media with the claim of Muslims fighting against bullying in France,,,13-Nov-20
https://thelogicalindian.com//fact-check/abdullakh-anzorov-24816,"A video is being shared with the claim of the funeral ceremony of Abdullakh Anzorov, the 18-yr-old boy who beheaded his teacher in France",,,12-Nov-20
https://thelogicalindian.com//fact-check/evm-hacking-24808,A video is being shared widely showing a boy having voting slip printing machine surrounded by people who claim he is carrying a machine to rig EVM,,,12-Nov-20
https://thelogicalindian.com//fact-check/manmohan-singh-24795,False claim of former Prime Minister Manmohan Singh invited to the swearing-in of President-elect Joe Biden is being shared on social media,,,11-Nov-20
https://thelogicalindian.com//fact-check/temple-distorted-in-ranchi-24778,A video in which a person is seen throwing stones at a Shivalinga located in a temple shared with a false claim that anti-Hindu miscreants did this to trigger communal violence,,,10-Nov-20
https://thelogicalindian.com//fact-check/boy-pushing-stretcher-24774,An old video from Uttar Pradesh of a boy pushing a stretcher is being shared with a misleading context of it being from Bihar,,,10-Nov-20
https://thelogicalindian.com//fact-check/france-parliament-24773,"An old video of a Belgian far-right politician saying ""Quran is source of all evil"" is being shared with the claim that it is from the French Parliament",,,10-Nov-20
https://thelogicalindian.com//bsf-martyred,An image of a bus accident is going viral on social media with the claim that nine BSF soldiers were killed in a bus accident,,,9-Nov-20
https://thelogicalindian.com//fact-check/us-presidential-elections-rigged-24757,A video showing people putting more than one ballot paper inside a ballot box has gone viral on social media with the claim that US Presidential elections 2020 was rigged which led to the winning of Joe Biden,,,9-Nov-20
https://thelogicalindian.com//fact-check/sonia-gandhi-24732,An old image of 2005 has been doctored to show Sonia Gandhi sitting in the lap of former President of Maldives Maumoon Abdul Gayoom,,,7-Nov-20
https://thelogicalindian.com//fact-check/pakistan-zindabad-bu-aiudf-24731,BJP leader Himanta Biswas Sarma's claim of raising the pro-Pakistan slogan by AIUDF at Silchar airport is false,,,7-Nov-20
https://thelogicalindian.com//fact-check/priest-beaten-24721,A video of a priest being beaten by village boys with a bat has gone viral with the claim that goons in Haryana are thrashing a 26-years-old village priest as he is a Brahmin,,,6-Nov-20
https://thelogicalindian.com//fact-check/arnab-goswami-24704,Images of UP Police thrashing a thief have gone viral with the false claim of Maharashtra Police thrashing Arnab Goswami,,,5-Nov-20
https://thelogicalindian.com//fact-check/kapil-dev-dead-24679,Social media users used the hashtag #RIPKapilDev to announce the death of former cricketer Kapil Dev,,,4-Nov-20
https://thelogicalindian.com//fact-check/sonu-sood-24676,A digitally morphed image in which Sonu Sood is seen holding a poster seeking vote for Tejashwi Yadav is being shared on social media,,,4-Nov-20
https://thelogicalindian.com//fact-check/pakistani-nationals-visas-revoked-24670,Indian media fall for a fake Twitter account and reported that passports of 183 Pakistani nationals were revoked by France after Pakistan's PM Imran Khan's 'anti-French remark',,,4-Nov-20
https://thelogicalindian.com//fact-check/love-jihad-24662,Old video from Jharkhand's Chandwa block is being shared on social media with the misleading 'Love Jihad' context,,,3-Nov-20
https://thelogicalindian.com//fact-check/fact-check-snaps-from-kashi-vishwanath-temple-shared-as-construction-site-of-ayodhya-ram-temple-24641,Images of the main complex of the Kashi Vishwanath Temple under construction rife on social media with claims of belonging to Ayodhya Ram Temple Construction Site,,,2-Nov-20
https://thelogicalindian.com//fact-check/shaheen-bagh-24638,Digitally manipulated old cartoon of Charlie Hebdo goes viral with the false context of Shaheen Bagh,,,2-Nov-20
https://thelogicalindian.com//fact-check/evm-rigged-in-bihar-elections-24637,"An old video of 2019 which shows that 'while voting for BSP, the votes went in favour of BJP' is rife on social media with a claim of it belonging to the recent Phase 1 of Bihar Assembly Elections 2020",,,2-Nov-20
https://thelogicalindian.com//fact-check/rana-ayyub-cnn-interview-24617,Edited screenshot of Rana Ayyub's old interview with CNN goes viral with a false claim that she supports beheading in France,,,31-Oct-20
https://thelogicalindian.com//fact-check/cbse-board-syllabus-24616,Videos with misleading titles of CBSE reduced syllabus of Boards Exams that is to be held in 2021 by 50% is getting viral,,,31-Oct-20
https://thelogicalindian.com//fact-check/tejashwi-yadav-rally-24615,An old video of Lok Sabha elections rally is shared with a false claim that people in Bihar in Tejashwi Yadav's recent rally said they will support Narendra Modi,,,31-Oct-20
https://thelogicalindian.com//fact-check/tejashwi-yadav-election-campaign-24613,An old video of Tejashwi Yadav helping flood victims has gone viral with the false context of him distributing money during election campaign in Bihar,,,31-Oct-20
https://thelogicalindian.com//fact-check/boycott-chinese-product-24606,A photoshopped image of an old hoarding is being shared with the claim that Indo-Tibetan Border Police is asking to boycott Chinese products this Diwali,,,30-Oct-20
https://thelogicalindian.com//fact-check/homeless-man-24600,"An image of a man being surrounded by dogs is doing the rounds with an emotional story that claim that he is one ‘Pappu Shukla,’ a homeless man from Gujarat",,,30-Oct-20
https://thelogicalindian.com//fact-check/durga-puja-procession-24598,Many people are sharing a video of police resorting to lathi-charge during Durga idol immersion with a claim that it belongs to West Bengal,,,30-Oct-20
https://thelogicalindian.com//fact-check/france-protest-24585,An old video of a protest in Turkey's Yüksekova district by a group of students have gone viral with the false context of protest by Muslims in France,,,29-Oct-20
https://thelogicalindian.com//fact-check/pakistan-assembly-hails-modi-24581,"Twitter users including prominent media channels like Times Now and India TV reported that in Pakistan's parliament, the members were chanting ""Modi Modi""",,,29-Oct-20
https://thelogicalindian.com//fact-check/kodagus-dc-felicitated-24564,An old video is being shared with the context of Kodagu's Deputy Commissioner felicitated for her battle against COVID-19,,,28-Oct-20
https://thelogicalindian.com//fact-check/shivlinga-on-mountain-top-24563,Morphed photo of a Shiva Linga hanging between two mountains is being shared with the claim that it is a wonderful sculpture in South India,,,28-Oct-20
https://thelogicalindian.com//fact-check/morphed-fighter-jet-image-24561,An image is being shared on social media hailing the wittiness of Indian Air Force purportedly mocking Pakistan's statement over Balakot strike,,,28-Oct-20
https://thelogicalindian.com//fact-check/coronavirus-patent-24540,Social media posts say that the system and method for testing Covid-19 were already patented in 2015,,,27-Oct-20
https://thelogicalindian.com//fact-check/protest-against-france-24539,Old video of Muslims celebrating Prophet's Birth in Yemen has gone viral with the claim that the Chechen Muslims are protesting against France,,,27-Oct-20
https://thelogicalindian.com//fact-check/french-protest-against-namaz-24538,A video has gone viral on social media claiming to be from France,,,27-Oct-20
https://thelogicalindian.com//fact-check/wire-demeans-goddess-durga-24521,Screenshot of a part of an old article published in The Wire has been shared with the context that the organisation tried to demean Goddess Durga,,,26-Oct-20
https://thelogicalindian.com//fact-check/boycott-myntra-goes-viral-24519,Twitter users circulate an old cartoon promoting Myntra trends on social media seeking a boycott of the e-commerce platform for hurting Hindu sentiments,,,26-Oct-20
https://thelogicalindian.com//fact-check/modis-bihar-rally-24513,An old image of Narendra Modi's rally goes viral with a claim that the photo belongs to PM Modi's recent Bihar rally held in Sasaram,,,26-Oct-20
https://thelogicalindian.com//us-presidential-elections,Both Donald Trump and Joe Biden lied to the public in their final debate before US Presidential Elections,,,26-Oct-20
https://thelogicalindian.com//fact-check/yogi-adityanaths-rally-24508,An old image from Narendra Modi's rally has been revived with the claim as recent Yogi Adityanth's rally in Bihar before elections,,,26-Oct-20
https://thelogicalindian.com//fact-check/mumbai-mirror-on-elgar-parishad-24492,Purported image of Mumbai Mirror has gone viral claiming that NIA's chargesheet against Elgar Parishad accused does not mention they were planning PM Modi's assassination,,,24-Oct-20
https://thelogicalindian.com//fact-check/maulvi-harass-girl-24484,A video in which a Maulvi is being slapped in a bus and later being called out by a woman accusing him of misbehaving with her is being shared among Indian social media users,,,23-Oct-20
https://thelogicalindian.com//fact-check/indian-flag-24483,A morphed image has gone viral with the claim that Pakistanis were waving Indian flags in Karachi amid the anti-government protest in Karachi,,,23-Oct-20
https://thelogicalindian.com//fact-check/kerala-police-officer-24469,"A video of a Police Officer from Kerala has become viral with a claim that he was promoting Islam and saying that if one converts and becomes Muslims, then he/she won't be fined for traffic violations",,,22-Oct-20
https://thelogicalindian.com//fact-check/aftab-alam-bihar-bomb-blast-24450,"Recently, a claim about Aftab Alam, a Mahagathbandhan candidate from CPI-ML from Aurai constituency has gone viral which accuses Aftab Alam of serial bomb blasts that happened in Bihar before Narendra Modi's rally in Patna on October 27, 2013",,,21-Oct-20
https://thelogicalindian.com//fact-check/fake-twitter-of-luv-sinha-24448,"In the backdrop of Bihar elections, tweets from a Twitter handle purportedly belonging to politician Luv Sinha is getting viral",,,21-Oct-20
https://thelogicalindian.com//fact-check/fact-check-tanishq-tanishq-advertisement-jama-masjid-syed-ahmed-bukhari-24430,"A post has gone viral on social media, according to which the Imam of Jama Masjid has given a Fatwa against Tanishq advertisement",,,20-Oct-20
https://thelogicalindian.com//fact-check/priyanka-gandhi-saree-24429,Old photo of Priyanka Gandhi wearing a red saree and visiting a temple is being circulated as an attempt to woo the voters of Bihar,,,20-Oct-20
https://thelogicalindian.com//fact-check/fact-check-yogi-adityanath-uttar-pradesh-benaras-gorakhpur-24428,An old photo of Yogi Adityanath patting a child is viral with an emotional story where it says that the kid in the photo is an orphan and UP CM has decided to take care of his education,,,20-Oct-20
https://thelogicalindian.com//fact-check/fact-check-neet-2020-minority-appeasement-akansha-sinha-soyeb-akhtar-24401,"As NEET results were out, a lot of speculation around Soyeb being declared a topper started because Akansha Singh obtained the same score as him",,,19-Oct-20
https://thelogicalindian.com//fact-check/fact-check-bjp-worker-bjp-bihar-elections-2020-madhya-pradesh-24398,The video of BJP worker being garlanded with shoes is an old video from Madhya Pradesh revived in backdrop of Bihar elections,,,19-Oct-20
https://thelogicalindian.com//fact-check/fact-check-coronavirus-covid-19-multivamin-coronavirus-cure-coronavirus-prevention-vitamin-c-zinc-24389,"A message is being shared on social media where it is being said that government should distribute multivitamins, vitamin c and zinc tablets to the common people as it will cure people of coronavirus",,,19-Oct-20
https://thelogicalindian.com//fact-check/communal-violence-hindu-muslim-land-dispute-uttarakhand-himachal-pradesh-24378,A video has gone viral on social media claiming to be from Uttarakhand's Tehri,,,17-Oct-20
https://thelogicalindian.com//fact-check/sushant-singh-rajput-nigeria-24376,An image is being circulated on social media in which Nigerians are purportedly holding placards demanding justice for actor Sushant Singh Rajput,,,17-Oct-20
https://thelogicalindian.com//fact-check/fact-check-mahatma-gandhi-facts-behind-mahatma-gandhis-funeral-congress-viral-claims-about-gandhi-uttar-pradesh-24375,Fake news is being shared claiming Mahatma Gandhi's sons didn't participate in his funeral and the ashes of Gandhi's mortal remains were not immersed in the river rather given to a Nawab for burial,,,17-Oct-20
https://thelogicalindian.com//fact-check/fact-check-flood-water-people-washed-away-in-flood-hyderabad-flood-osman-gunj-flood-24365,A video is viral on social media with the claim that people are being washed away in floods in Osman Gunj area of Hyderabad,,,16-Oct-20
https://thelogicalindian.com//fact-check/aditya-thackeray-sushant-singh-rajput-social-media-fact-check-viral-video-24364,"A video is getting viral on social media, in which a man claiming to be Shiv Sena leader Aaditya Thackeray confesses to killing actor Sushant Singh Rajput",,,16-Oct-20
https://thelogicalindian.com//fact-check/fact-check-kirron-kher-haryana-rape-case-minor-victim-raped-glorification-of-rape-culture-bjp-mp-24343,The Logical Indian Fact Check team investigates a viral photo where Kirron Kher appears to support rape culture,,,15-Oct-20
https://thelogicalindian.com//fact-check/video-failed-flight-test-indias-missile-24340,The Logical Indian Fact check team investigates the claim that a viral video shows a failed flight test of India’s Missile,,,15-Oct-20
https://thelogicalindian.com//fact-check/bjp-goons-beat-cops-bengal-24333,The Logical Indian Fact check team investigates a photo being shared with the claim that BJP goons are beating cops in West Bengal,,,15-Oct-20
https://thelogicalindian.com//fact-check/bjp-pm-modi-mask-bihar-24331,The Logical Indian Fact check team investigates the claim that a BJP leader wearing PM Modi's mask was chased away by the people in Bihar,,,15-Oct-20
https://thelogicalindian.com//fact-check/fact-check-has-pfi-funded-bhim-army-for-instigating-caste-based-violence-in-uttar-pradesh-24319,"Even after the ED clarified that there is no link between PFI and Bhim Army and the latter didn't receive Rs 100 crore foreign funding, social media users continue to spew fake news",,,14-Oct-20
https://thelogicalindian.com//fact-check/artist-gulfam-bhai-saharanpur-up-wood-carving-24317,"The Logical Indian Fact check team investigates the claim that the artist seen in the viral photographs is Gulfam Bhai from Saharanpur, UP",,,14-Oct-20
https://thelogicalindian.com//fact-check/woman-viral-photo-goa-congress-press-conference-naxal-bhabhi-24316,The Logical Indian Fact check team investigates the claim that the woman in a viral photo from the Goa Congress Press conference is the Naxalite woman who claimed to be the Hathras victim's sister-in-law,,,14-Oct-20
https://thelogicalindian.com//fact-check/muslim-regiment-indian-army-fact-check-india-pakistan-war-1965-war-against-pakistan-24315,"In social networking sites and WhatsApp, a message is being circulated which claims that Muslim Regiment denied fighting against Pakistan in 1965 war",,,14-Oct-20
